ID,sex,vowel,f1,f2,f3,f1/f3,f2/f3,cut
CLO,m,5,202.2866292,1642.74202,2040.7493980000002,0.09912369900000001,0.804969989,0.0
CLO,m,6,333.60155699999996,1619.3659810000001,2794.577775,0.119374583,0.579467136,0.0
CLO,m,7,383.07037260000004,1425.1481210000006,2612.701034,0.146618525,0.545469268,0.0
CLO,m,8,183.37400000000002,338.18300000000005,820.363,0.22352787699999999,0.41223580299999996,0.0
CLO,m,10,373.89662289999995,1077.827688,2740.232282,0.136447054,0.393334425,0.0
CLO,m,11,384.9283463,1358.001399,2611.6617850000002,0.147388283,0.519975981,0.0
CLO,m,1,187.8423093,2249.8884780000008,3016.044677,0.06228101,0.745973193,0.0
Bab,f,1,287.8106865000001,2511.2079710000007,3361.394967,0.085622395,0.7470731629999999,0.0
Bab,f,2,326.9243281,2557.144028,3082.190975,0.10606881,0.82965139,0.0
Bab,f,3,430.0395871,2272.043456,2953.402408,0.145608193,0.7692969470000001,0.0
Bab,f,4,680.5638514999998,2060.3134489999998,2950.830078,0.230634714,0.698214873,0.0
Bab,f,5,231.262214,2085.066827,2436.776469000001,0.09490497699999999,0.8556660220000001,0.0
Bab,f,6,383.6003998,1760.5109899999998,2500.210619,0.153427234,0.704145073,0.0
Bab,f,7,393.7906779,1616.0063189999994,2441.692051,0.16127778199999998,0.661838711,0.0
Bab,f,8,246.042,540.992,947.0419999999999,0.25980051600000004,0.571243936,0.0
Bab,f,9,230.313,465.54900000000004,710.193,0.324296353,0.655524625,0.0
Bab,f,10,362.08409,1153.594795,2693.275475,0.13444005,0.4283241,0.0
Bab,f,11,395.39509169999997,1553.184819,2630.782537,0.15029562,0.590388904,0.0
mym,f,1,272.5655183,2768.349435,3332.498803,0.081790132,0.830712807,0.0
mym,f,2,345.59615089999994,2748.0,2750.688531,0.125639871,0.9990225970000001,0.0
mym,f,3,440.88077139999996,2625.279474,3172.12472,0.138985951,0.82760916,0.0
mym,f,4,577.0,2196.0,2959.0,0.19499831,0.742142616,0.0
mym,f,5,279.5975439,2108.169902,2473.290167,0.11304680199999999,0.852374675,0.0
mym,f,6,388.6628557,1812.3323,2466.5389170000008,0.157574183,0.734767365,0.0
mym,f,7,411.7064062,1652.37286,2458.988106,0.167429198,0.671972693,0.0
mym,f,8,236.38299999999998,534.1419999999998,921.307,0.256573542,0.579765485,0.0
mym,f,9,263.9,489.829,746.703,0.353420302,0.655989061,0.0
mym,f,10,470.7151881,1136.460722,2568.186502,0.183286996,0.442514872,0.0
mym,f,11,324.4493755,1457.9825779999999,2442.684715,0.132824909,0.5968771039999999,0.0
PTW,m,1,281.6259528,2190.7082149999997,3363.6119770000005,0.08372724200000001,0.651296353,0.0
PTW,m,2,301.66800689999997,2267.7940559999997,2981.3941800000002,0.10118353699999999,0.7606488509999999,0.0
PTW,m,3,429.52942300000007,2191.713541,2789.357685,0.15398865,0.785741303,0.0
PTW,m,4,474.0518098,2092.725636,2519.2175620000007,0.18817422399999997,0.830704607,0.0
PTW,m,5,260.71414100000004,1969.8511170000002,2517.322272,0.10356804300000001,0.7825184479999999,0.0
PTW,m,6,339.5379405,1701.1286870000001,2249.107855,0.150965611,0.756357097,0.0
PTW,m,7,391.3927158,1554.3241560000001,2432.182254,0.160922445,0.639065659,0.0
PTW,m,8,204.225,322.224,794.596,0.25701740300000003,0.40551928299999995,0.0
PTW,m,9,314.996,387.282,676.14,0.465873931,0.572783743,0.0
PTW,m,10,453.81466550000016,956.0522079,2496.394481,0.18178804199999998,0.38297321,0.0
PTW,m,11,438.34648169999997,1349.0373869999999,2349.4995719999997,0.18657014800000002,0.5741807329999999,0.0
Bib,f,5,263.30791115479985,2147.6766070408385,2504.84098183272,0.10511961160989353,0.8574103596266799,
Bib,f,10,493.9230822706649,1173.9256065745285,2632.2038101944395,0.1876462150680418,0.4459858321107023,
Bib,f,10,488.7162648920731,1192.5095689276413,2766.2936199682636,0.1766682543618345,0.43108568097023714,
